EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7,timestamp
1.0,-2.0,1.0,2.0,4.0,1.0,0.0,-1.0,1650824132489587.0
1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1650824132489587.0
0.0,-1.0,-3.0,-3.0,-2.0,-3.0,-1.0,1.0,1650824132497565.0
-1.0,-1.0,1.0,5.0,3.0,5.0,2.0,-1.0,1650824132497565.0
1.0,1.0,3.0,0.0,0.0,-1.0,1.0,0.0,1650824132499560.0
2.0,-1.0,2.0,-2.0,-3.0,-2.0,-1.0,-1.0,1650824132499560.0
0.0,-2.0,-2.0,-4.0,-2.0,-3.0,-3.0,-2.0,1650824132502576.0
1.0,0.0,-2.0,-5.0,12.0,16.0,-2.0,-3.0,1650824132502576.0
1.0,3.0,1.0,1.0,-16.0,-15.0,0.0,0.0,1650824132511529.0
-2.0,6.0,5.0,8.0,11.0,5.0,4.0,1.0,1650824132511529.0
1.0,0.0,3.0,0.0,4.0,0.0,-1.0,0.0,1650824132519507.0
1.0,-4.0,-10.0,-7.0,-2.0,-2.0,-2.0,0.0,1650824132519507.0
0.0,1.0,-3.0,0.0,0.0,2.0,0.0,-3.0,1650824132526489.0
-1.0,-4.0,-2.0,-4.0,-3.0,-4.0,-2.0,-1.0,1650824132526489.0
-1.0,-2.0,-3.0,-3.0,-3.0,3.0,-1.0,-1.0,1650824132541319.0
-1.0,3.0,9.0,5.0,2.0,-4.0,-1.0,0.0,1650824132541319.0
0.0,-5.0,-11.0,-7.0,-5.0,-2.0,0.0,-1.0,1650824132548330.0
-1.0,-3.0,-4.0,-2.0,-2.0,-1.0,-1.0,-1.0,1650824132548330.0
0.0,-2.0,-1.0,0.0,0.0,-2.0,1.0,-1.0,1650824132563284.0
-1.0,-1.0,-9.0,-2.0,-5.0,-3.0,0.0,0.0,1650824132563284.0
-1.0,0.0,2.0,1.0,1.0,1.0,-4.0,0.0,1650824132573264.0
-1.0,1.0,1.0,-1.0,4.0,0.0,1.0,-1.0,1650824132573264.0
-1.0,2.0,1.0,2.0,-8.0,3.0,1.0,-1.0,1650824132586901.0
0.0,-1.0,-2.0,-2.0,-8.0,-6.0,0.0,-2.0,1650824132586901.0
-2.0,-2.0,-8.0,0.0,5.0,1.0,1.0,-1.0,1650824132626476.0
-2.0,-1.0,-3.0,1.0,2.0,3.0,2.0,0.0,1650824132626476.0
0.0,-2.0,0.0,-5.0,-5.0,-3.0,-2.0,-2.0,1650824132626476.0
0.0,-3.0,-3.0,-1.0,-3.0,0.0,-1.0,-2.0,1650824132626476.0
-1.0,1.0,2.0,0.0,-2.0,-5.0,-1.0,0.0,1650824132627473.0
0.0,2.0,1.0,3.0,3.0,3.0,1.0,-1.0,1650824132627473.0
1.0,1.0,0.0,0.0,2.0,3.0,1.0,2.0,1650824132630465.0
-3.0,-4.0,-3.0,-4.0,2.0,5.0,-3.0,-3.0,1650824132630465.0
-1.0,-3.0,-2.0,-7.0,-7.0,-16.0,-2.0,-1.0,1650824132639468.0
1.0,-4.0,-7.0,-1.0,-2.0,-7.0,-1.0,1.0,1650824132639468.0
-1.0,2.0,-2.0,-4.0,-3.0,-1.0,-3.0,-3.0,1650824132645445.0
-1.0,-1.0,1.0,0.0,2.0,13.0,0.0,-1.0,1650824132645445.0
0.0,1.0,0.0,1.0,8.0,0.0,1.0,-1.0,1650824132654458.0
1.0,2.0,4.0,2.0,3.0,12.0,1.0,0.0,1650824132654458.0
-2.0,1.0,6.0,1.0,-10.0,-9.0,0.0,0.0,1650824132667492.0
-1.0,-6.0,-4.0,-7.0,-4.0,-8.0,-3.0,-1.0,1650824132667492.0
-1.0,-1.0,2.0,2.0,1.0,4.0,-1.0,-2.0,1650824132676404.0
0.0,-3.0,-1.0,-1.0,0.0,-4.0,-2.0,-1.0,1650824132676404.0
-3.0,-1.0,-3.0,-2.0,5.0,5.0,1.0,-2.0,1650824132698960.0
1.0,5.0,4.0,4.0,-1.0,-4.0,0.0,3.0,1650824132698960.0
0.0,2.0,5.0,-1.0,-6.0,1.0,0.0,0.0,1650824132700911.0
-1.0,-2.0,0.0,-2.0,0.0,1.0,0.0,-1.0,1650824132700911.0
1.0,-3.0,-2.0,4.0,3.0,2.0,1.0,0.0,1650824132713023.0
-1.0,2.0,5.0,3.0,1.0,-6.0,-1.0,-1.0,1650824132713023.0
0.0,-1.0,-1.0,-5.0,-1.0,1.0,-4.0,-1.0,1650824132720070.0
-1.0,-3.0,-10.0,-4.0,-5.0,-3.0,0.0,-2.0,1650824132720070.0
-3.0,0.0,2.0,-3.0,-1.0,-2.0,0.0,-1.0,1650824132736704.0
0.0,0.0,1.0,1.0,0.0,2.0,1.0,-1.0,1650824132736704.0
0.0,-2.0,0.0,0.0,2.0,3.0,0.0,-2.0,1650824132737635.0
-1.0,3.0,6.0,0.0,-9.0,-5.0,1.0,2.0,1650824132737635.0
1.0,0.0,-4.0,2.0,-2.0,-3.0,-2.0,-1.0,1650824132759758.0
-1.0,-1.0,1.0,1.0,2.0,-2.0,3.0,0.0,1650824132759758.0
0.0,0.0,3.0,0.0,-4.0,1.0,0.0,0.0,1650824132760694.0
-1.0,2.0,-5.0,-4.0,1.0,-2.0,-3.0,-1.0,1650824132760694.0
-3.0,-5.0,-3.0,-3.0,1.0,1.0,-2.0,-1.0,1650824132773662.0
0.0,1.0,-6.0,-2.0,-2.0,-2.0,-1.0,0.0,1650824132773662.0
-2.0,2.0,3.0,3.0,2.0,2.0,0.0,0.0,1650824132780650.0
