EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7,timestamp
-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,-2.0,1650823835581334.0
-2.0,-3.0,-4.0,-2.0,9.0,3.0,-2.0,-3.0,1650823835581334.0
-3.0,-2.0,-4.0,0.0,0.0,0.0,0.0,-1.0,1650823835582326.0
-3.0,-2.0,-3.0,-3.0,-7.0,-13.0,-3.0,0.0,1650823835582326.0
-2.0,-3.0,-4.0,-7.0,-8.0,5.0,-2.0,-3.0,1650823835588310.0
-1.0,-1.0,0.0,-2.0,-6.0,-10.0,2.0,0.0,1650823835588310.0
0.0,0.0,1.0,5.0,14.0,14.0,1.0,0.0,1650823835589308.0
1.0,0.0,-1.0,1.0,-2.0,-5.0,0.0,-3.0,1650823835589308.0
-1.0,-1.0,-2.0,0.0,-2.0,-5.0,-3.0,1.0,1650823835594294.0
-2.0,0.0,-2.0,-3.0,-8.0,0.0,-2.0,-3.0,1650823835594294.0
-1.0,-3.0,-2.0,-3.0,-7.0,-5.0,-1.0,-2.0,1650823835608256.0
-2.0,0.0,-2.0,-1.0,3.0,2.0,0.0,-3.0,1650823835608256.0
-1.0,0.0,-1.0,1.0,13.0,-2.0,-3.0,-1.0,1650823835616242.0
-1.0,1.0,0.0,2.0,-15.0,11.0,3.0,-1.0,1650823835616242.0
-1.0,0.0,1.0,4.0,3.0,-7.0,2.0,0.0,1650823835623221.0
-1.0,-2.0,0.0,-3.0,-7.0,-5.0,-4.0,-2.0,1650823835623221.0
-1.0,-1.0,-2.0,-1.0,1.0,-3.0,1.0,0.0,1650823835638180.0
0.0,-1.0,-2.0,-4.0,2.0,-4.0,-4.0,0.0,1650823835638180.0
-1.0,2.0,-1.0,-3.0,-6.0,-6.0,-1.0,-2.0,1650823835654137.0
0.0,-1.0,0.0,1.0,7.0,7.0,0.0,-2.0,1650823835654137.0
-1.0,-2.0,-1.0,3.0,-4.0,4.0,3.0,-1.0,1650823835656133.0
1.0,0.0,0.0,3.0,13.0,2.0,3.0,-1.0,1650823835656133.0
0.0,-1.0,-3.0,-5.0,-11.0,-10.0,-6.0,-2.0,1650823835701013.0
1.0,0.0,2.0,2.0,-1.0,6.0,2.0,1.0,1650823835701013.0
-1.0,0.0,-1.0,1.0,5.0,1.0,2.0,0.0,1650823835702010.0
-1.0,0.0,-2.0,-2.0,-3.0,-2.0,0.0,-2.0,1650823835702010.0
0.0,-1.0,-2.0,-3.0,-1.0,-2.0,-2.0,-1.0,1650823835703007.0
1.0,0.0,-2.0,-3.0,1.0,-5.0,-2.0,-1.0,1650823835703007.0
-1.0,0.0,-1.0,-2.0,-12.0,-3.0,0.0,-1.0,1650823835713978.0
0.0,0.0,0.0,3.0,8.0,14.0,1.0,0.0,1650823835713978.0
0.0,-2.0,0.0,1.0,3.0,-6.0,2.0,-1.0,1650823835715973.0
-1.0,0.0,1.0,1.0,-9.0,3.0,1.0,0.0,1650823835715973.0
0.0,0.0,0.0,0.0,1.0,-4.0,-2.0,0.0,1650823835719989.0
1.0,-1.0,-3.0,-3.0,-4.0,-10.0,-4.0,-1.0,1650823835719989.0
-2.0,0.0,2.0,1.0,2.0,4.0,3.0,-2.0,1650823835728772.0
-1.0,-2.0,-2.0,-2.0,3.0,1.0,0.0,-1.0,1650823835728772.0
-3.0,-2.0,-3.0,-3.0,-3.0,5.0,-1.0,-2.0,1650823835742775.0
0.0,0.0,1.0,2.0,1.0,-5.0,2.0,1.0,1650823835742775.0
0.0,1.0,1.0,1.0,2.0,-3.0,-3.0,0.0,1650823835751821.0
1.0,0.0,-1.0,1.0,6.0,5.0,1.0,0.0,1650823835751821.0
0.0,1.0,0.0,-1.0,1.0,0.0,0.0,-2.0,1650823835774544.0
-2.0,0.0,0.0,-3.0,-3.0,-4.0,-1.0,0.0,1650823835774544.0
-2.0,-1.0,-2.0,-2.0,-3.0,2.0,0.0,1.0,1650823835775811.0
-3.0,-1.0,-3.0,-6.0,-7.0,0.0,-4.0,-3.0,1650823835775811.0
1.0,0.0,3.0,3.0,7.0,-9.0,-1.0,1.0,1650823835796911.0
1.0,-1.0,3.0,4.0,13.0,0.0,4.0,0.0,1650823835796911.0
0.0,1.0,-2.0,-3.0,-17.0,0.0,0.0,0.0,1650823835797883.0
1.0,-1.0,-2.0,-2.0,-5.0,-6.0,-1.0,-1.0,1650823835797883.0
