,EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7,timestamp
4175,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,1650479206024142.0
4176,1.0,2.0,2.0,3.0,1.0,2.0,-1.0,-1.0,1650479206026004.0
4177,0.0,-4.0,-6.0,-7.0,-5.0,-3.0,-1.0,-1.0,1650479206026004.0
4178,1.0,2.0,4.0,2.0,-2.0,0.0,1.0,1.0,1650479206046527.0
4179,0.0,-1.0,-1.0,-3.0,-1.0,0.0,-2.0,0.0,1650479206046527.0
4180,-2.0,-1.0,-4.0,-2.0,-1.0,-1.0,0.0,0.0,1650479206048400.0
4181,-1.0,3.0,1.0,1.0,-1.0,-1.0,0.0,0.0,1650479206048400.0
4182,-1.0,-1.0,0.0,-1.0,2.0,1.0,0.0,0.0,1650479206060971.0
4183,0.0,-2.0,-6.0,1.0,-2.0,0.0,0.0,-1.0,1650479206060971.0
4184,-2.0,-1.0,6.0,-1.0,-2.0,-2.0,0.0,-3.0,1650479206069496.0
4185,-2.0,-1.0,-5.0,-1.0,-1.0,-1.0,-2.0,-3.0,1650479206069496.0
4186,1.0,3.0,-3.0,-2.0,0.0,0.0,5.0,3.0,1650479206092045.0
4187,-1.0,-2.0,5.0,-1.0,0.0,0.0,1.0,-2.0,1650479206092045.0
4188,-2.0,-3.0,-9.0,-7.0,-2.0,1.0,0.0,-1.0,1650479206093046.0
4189,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,1650479206093046.0
4190,-2.0,-1.0,3.0,0.0,-1.0,-1.0,-2.0,-3.0,1650479206107223.0
4191,1.0,2.0,2.0,3.0,-2.0,-2.0,-3.0,0.0,1650479206107223.0
4192,2.0,0.0,3.0,-1.0,-2.0,-2.0,5.0,2.0,1650479206108220.0
4193,1.0,-1.0,2.0,-1.0,-1.0,0.0,-5.0,-2.0,1650479206108220.0
4194,-1.0,-4.0,-3.0,1.0,1.0,0.0,-1.0,1.0,1650479206120068.0
4195,0.0,3.0,3.0,0.0,0.0,0.0,-2.0,1.0,1650479206120068.0
4196,0.0,-3.0,-3.0,0.0,-1.0,0.0,-1.0,-1.0,1650479206136993.0
4197,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,1650479206136993.0
4198,0.0,-3.0,-4.0,-4.0,-1.0,-1.0,-1.0,-1.0,1650479206144320.0
4199,0.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-2.0,1650479206144320.0
4200,-1.0,-1.0,2.0,3.0,-1.0,-2.0,-1.0,-1.0,1650479206145320.0
4201,0.0,-7.0,-7.0,-3.0,-2.0,1.0,2.0,-1.0,1650479206145320.0
4202,0.0,0.0,7.0,2.0,0.0,-2.0,-2.0,-1.0,1650479206167050.0
4203,-3.0,-1.0,-2.0,-1.0,-3.0,-2.0,0.0,0.0,1650479206167050.0
4204,0.0,6.0,-2.0,-3.0,1.0,1.0,-2.0,-1.0,1650479206167987.0
4205,-2.0,-3.0,-1.0,-1.0,0.0,0.0,-1.0,-2.0,1650479206167987.0
4206,1.0,-2.0,-3.0,-3.0,-1.0,1.0,4.0,0.0,1650479206189117.0
4207,0.0,-2.0,-1.0,-2.0,-1.0,1.0,1.0,-1.0,1650479206189117.0
4208,-1.0,1.0,2.0,1.0,-1.0,0.0,-3.0,2.0,1650479206190115.0
4209,-1.0,0.0,1.0,3.0,-2.0,-1.0,0.0,-1.0,1650479206190115.0
4210,1.0,-3.0,4.0,2.0,0.0,1.0,0.0,0.0,1650479206204708.0
4211,-2.0,1.0,4.0,0.0,0.0,-2.0,-1.0,-1.0,1650479206204708.0
4212,0.0,-4.0,-4.0,-4.0,2.0,2.0,-2.0,0.0,1650479206205739.0
4213,1.0,2.0,-1.0,-3.0,-1.0,0.0,0.0,1.0,1650479206205739.0
4214,-1.0,0.0,-6.0,-2.0,-4.0,0.0,-4.0,-2.0,1650479206227102.0
4215,2.0,-2.0,-3.0,-1.0,0.0,0.0,-1.0,1.0,1650479206227102.0
4216,0.0,4.0,3.0,0.0,-2.0,-3.0,-2.0,0.0,1650479206228005.0
4217,-2.0,0.0,-3.0,-1.0,0.0,-1.0,0.0,-2.0,1650479206228005.0
4218,-1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1650479206249038.0
4219,1.0,0.0,4.0,-2.0,1.0,1.0,3.0,0.0,1650479206249038.0
4220,-2.0,-2.0,-5.0,-3.0,-1.0,-4.0,-1.0,-1.0,1650479206250899.0
4221,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,1650479206250899.0
4222,0.0,-1.0,-2.0,0.0,0.0,-2.0,-1.0,-1.0,1650479206264648.0
4223,0.0,-2.0,-4.0,-2.0,-1.0,0.0,-1.0,-2.0,1650479206264648.0
4224,2.0,0.0,1.0,-2.0,0.0,-1.0,0.0,0.0,1650479206265804.0
4225,-1.0,1.0,1.0,2.0,-1.0,0.0,1.0,0.0,1650479206265804.0
4226,-2.0,-3.0,-5.0,-3.0,-1.0,-1.0,-2.0,-2.0,1650479206287149.0
4227,0.0,0.0,-4.0,-1.0,-1.0,-1.0,1.0,1.0,1650479206287149.0
4228,-1.0,-2.0,7.0,6.0,-1.0,-1.0,1.0,-3.0,1650479206289029.0
4229,-2.0,-3.0,-3.0,-1.0,0.0,0.0,-1.0,0.0,1650479206289029.0
4230,-3.0,1.0,2.0,-1.0,0.0,0.0,-1.0,-1.0,1650479206309091.0
4231,-2.0,2.0,-2.0,-2.0,0.0,0.0,-1.0,-1.0,1650479206309091.0
4232,-3.0,-1.0,-4.0,-3.0,0.0,-2.0,0.0,1.0,1650479206310933.0
4233,0.0,5.0,3.0,2.0,1.0,0.0,-1.0,-1.0,1650479206310933.0
4234,-1.0,-1.0,-3.0,0.0,-1.0,0.0,-1.0,-2.0,1650479206324029.0
4235,-2.0,-4.0,2.0,-2.0,-2.0,-1.0,-2.0,-1.0,1650479206324029.0
4236,-2.0,-2.0,-2.0,0.0,-1.0,1.0,0.0,0.0,1650479206330175.0
4237,2.0,-2.0,8.0,2.0,-3.0,0.0,1.0,1.0,1650479206330175.0
4238,-1.0,1.0,-2.0,-1.0,1.0,-1.0,1.0,0.0,1650479206346980.0
4239,-1.0,2.0,-4.0,-3.0,-3.0,-1.0,-5.0,-3.0,1650479206346980.0
4240,0.0,-1.0,-3.0,-3.0,0.0,2.0,2.0,-3.0,1650479206347819.0
4241,-3.0,-2.0,-2.0,-2.0,1.0,0.0,0.0,-1.0,1650479206347819.0
4242,2.0,-3.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,1650479206369148.0
4243,2.0,2.0,6.0,1.0,-1.0,-1.0,0.0,0.0,1650479206369148.0
4244,-1.0,-4.0,-8.0,-4.0,1.0,1.0,2.0,0.0,1650479206370985.0
4245,1.0,-1.0,2.0,4.0,0.0,0.0,0.0,0.0,1650479206370985.0
4246,-1.0,-3.0,-2.0,-2.0,1.0,-1.0,-2.0,0.0,1650479206383357.0
4247,-1.0,-1.0,-6.0,-1.0,0.0,0.0,0.0,-1.0,1650479206383357.0
4248,0.0,-6.0,-3.0,-5.0,-2.0,-2.0,-2.0,-1.0,1650479206390514.0
4249,0.0,0.0,0.0,-3.0,1.0,1.0,1.0,0.0,1650479206390514.0
4250,1.0,1.0,3.0,0.0,-2.0,0.0,-2.0,-2.0,1650479206407021.0
4251,0.0,-2.0,3.0,0.0,0.0,1.0,2.0,0.0,1650479206407021.0
4252,-1.0,0.0,-3.0,-2.0,-2.0,2.0,-1.0,0.0,1650479206407994.0
4253,-1.0,-1.0,-2.0,-1.0,2.0,0.0,1.0,0.0,1650479206407994.0
4254,-1.0,-4.0,-4.0,-3.0,0.0,-1.0,-1.0,-1.0,1650479206428886.0
4255,-1.0,1.0,3.0,2.0,0.0,-1.0,1.0,-1.0,1650479206428886.0
4256,-1.0,-2.0,0.0,0.0,-1.0,-2.0,-1.0,-3.0,1650479206430913.0
4257,0.0,-2.0,0.0,1.0,-1.0,-2.0,0.0,-1.0,1650479206430913.0
4258,-2.0,0.0,1.0,0.0,-1.0,0.0,-3.0,0.0,1650479206444189.0
4259,1.0,1.0,-2.0,-1.0,-1.0,2.0,7.0,2.0,1650479206444189.0
4260,0.0,0.0,1.0,1.0,0.0,-1.0,-2.0,1.0,1650479206450367.0
4261,-3.0,0.0,-3.0,-1.0,-1.0,-2.0,-1.0,-2.0,1650479206450367.0
4262,0.0,2.0,0.0,1.0,-2.0,-1.0,0.0,0.0,1650479206467029.0
4263,-1.0,-1.0,-2.0,-4.0,0.0,0.0,-1.0,-1.0,1650479206467029.0
4264,1.0,-4.0,-1.0,0.0,-2.0,-3.0,-2.0,0.0,1650479206468004.0
4265,-2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1650479206468004.0
4266,-1.0,-2.0,-2.0,0.0,0.0,2.0,1.0,-1.0,1650479206489520.0
4267,0.0,3.0,-1.0,1.0,-2.0,-1.0,-4.0,0.0,1650479206489520.0
4268,-2.0,1.0,1.0,-1.0,0.0,2.0,4.0,1.0,1650479206490265.0
4269,-1.0,1.0,-3.0,-1.0,-1.0,0.0,-1.0,3.0,1650479206490265.0
4270,-1.0,-1.0,6.0,2.0,1.0,-1.0,-2.0,0.0,1650479206503991.0
4271,-1.0,-5.0,-10.0,-4.0,-2.0,-2.0,1.0,-2.0,1650479206503991.0
4272,2.0,1.0,0.0,1.0,0.0,-2.0,-2.0,-1.0,1650479206510404.0
4273,0.0,0.0,-2.0,-2.0,-3.0,-2.0,-1.0,-2.0,1650479206510404.0
4274,-1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1650479206527023.0
4275,-3.0,3.0,-1.0,-3.0,-1.0,0.0,-2.0,-2.0,1650479206527023.0
4276,0.0,2.0,0.0,-2.0,-1.0,-1.0,-1.0,1.0,1650479206527979.0
4277,0.0,-6.0,-2.0,-1.0,-1.0,-2.0,-5.0,-3.0,1650479206527979.0
4278,-2.0,-1.0,-3.0,1.0,-1.0,0.0,3.0,-1.0,1650479206549481.0
4279,-2.0,-3.0,-1.0,3.0,0.0,1.0,0.0,1.0,1650479206549481.0
4280,0.0,0.0,-4.0,-2.0,2.0,1.0,1.0,-2.0,1650479206550325.0
4281,-1.0,-1.0,3.0,-1.0,-2.0,-1.0,-1.0,0.0,1650479206550325.0
4282,-1.0,1.0,-3.0,-1.0,-1.0,-1.0,-3.0,-1.0,1650479206564036.0
4283,-1.0,-5.0,2.0,2.0,-1.0,0.0,2.0,1.0,1650479206564036.0
4284,-1.0,1.0,1.0,-1.0,-2.0,-1.0,-3.0,-2.0,1650479206570728.0
4285,2.0,-1.0,-3.0,-1.0,-1.0,0.0,0.0,-2.0,1650479206570728.0
4286,0.0,0.0,-2.0,0.0,-1.0,-2.0,-1.0,-1.0,1650479206586439.0
4287,0.0,-1.0,1.0,-2.0,-1.0,-3.0,-4.0,-1.0,1650479206586439.0
4288,-1.0,0.0,0.0,2.0,-1.0,-1.0,0.0,1.0,1650479206588282.0
4289,-1.0,0.0,-2.0,-1.0,-1.0,3.0,3.0,-1.0,1650479206588282.0
4290,0.0,1.0,2.0,-2.0,0.0,-1.0,1.0,-1.0,1650479206609121.0
4291,0.0,-4.0,-7.0,-1.0,0.0,-1.0,0.0,0.0,1650479206609121.0
4292,0.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,1650479206610969.0
4293,-2.0,-3.0,-2.0,1.0,0.0,-1.0,-3.0,-2.0,1650479206610969.0
4294,1.0,0.0,0.0,-1.0,-2.0,-1.0,-3.0,-2.0,1650479206623368.0
4295,0.0,-1.0,-2.0,-1.0,0.0,-1.0,3.0,1.0,1650479206623368.0
4296,-1.0,0.0,0.0,-1.0,-1.0,0.0,-2.0,0.0,1650479206631839.0
4297,0.0,-1.0,-5.0,-5.0,-1.0,-1.0,3.0,2.0,1650479206631839.0
4298,1.0,-4.0,3.0,6.0,0.0,-2.0,-1.0,0.0,1650479206646491.0
4299,-1.0,0.0,2.0,-1.0,0.0,-1.0,-4.0,-2.0,1650479206646491.0
4300,-1.0,1.0,-2.0,1.0,0.0,-1.0,5.0,0.0,1650479206648485.0
4301,-3.0,-2.0,-5.0,-6.0,-3.0,0.0,-2.0,-1.0,1650479206648485.0
4302,0.0,-1.0,-4.0,-4.0,-1.0,-1.0,2.0,-1.0,1650479206669697.0
4303,1.0,0.0,-3.0,0.0,-1.0,-1.0,-1.0,-1.0,1650479206669697.0
4304,0.0,3.0,3.0,2.0,-1.0,-2.0,-1.0,1.0,1650479206670731.0
4305,0.0,-2.0,0.0,1.0,-2.0,0.0,-1.0,0.0,1650479206670731.0
4306,-2.0,1.0,2.0,-3.0,-1.0,0.0,1.0,1.0,1650479206683840.0
4307,-1.0,1.0,-2.0,2.0,2.0,0.0,-1.0,-1.0,1650479206683840.0
4308,-1.0,-4.0,-2.0,-3.0,-1.0,0.0,-1.0,-2.0,1650479206691840.0
4309,-1.0,3.0,0.0,1.0,2.0,-1.0,-1.0,0.0,1650479206691840.0
4310,-1.0,-1.0,-3.0,-2.0,-1.0,1.0,-1.0,0.0,1650479206707078.0
4311,-1.0,1.0,3.0,-1.0,-2.0,-2.0,-1.0,-1.0,1650479206707078.0
4312,-1.0,-1.0,0.0,0.0,-1.0,0.0,2.0,0.0,1650479206707978.0
4313,0.0,3.0,4.0,2.0,-2.0,-1.0,1.0,-2.0,1650479206707978.0
4314,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,1650479206729143.0
4315,-1.0,2.0,2.0,-3.0,0.0,-1.0,-3.0,-2.0,1650479206729143.0
4316,1.0,-4.0,-3.0,1.0,-1.0,0.0,1.0,1.0,1650479206730140.0
4317,0.0,-3.0,-6.0,-4.0,0.0,-1.0,-1.0,1.0,1650479206730140.0
4318,-1.0,1.0,-3.0,-1.0,1.0,3.0,3.0,0.0,1650479206743310.0
4319,0.0,0.0,7.0,4.0,1.0,0.0,-1.0,-1.0,1650479206743310.0
4320,-2.0,-1.0,-8.0,-4.0,-1.0,-3.0,-5.0,-5.0,1650479206751484.0
4321,1.0,-2.0,-1.0,-3.0,-1.0,-1.0,3.0,2.0,1650479206751484.0
4322,0.0,1.0,6.0,2.0,-1.0,-2.0,-2.0,0.0,1650479206766825.0
4323,-1.0,-2.0,-2.0,-2.0,0.0,0.0,-3.0,-2.0,1650479206766825.0
4324,0.0,0.0,2.0,1.0,0.0,1.0,-2.0,2.0,1650479206767790.0
4325,-2.0,-6.0,-5.0,-1.0,-2.0,0.0,-3.0,-2.0,1650479206767790.0
4326,-1.0,-1.0,-2.0,-2.0,0.0,-1.0,0.0,0.0,1650479206789150.0
4327,1.0,0.0,-1.0,1.0,-2.0,-2.0,0.0,0.0,1650479206789150.0
4328,-1.0,2.0,4.0,-1.0,-2.0,-1.0,1.0,-1.0,1650479206791018.0
4329,-1.0,2.0,1.0,3.0,1.0,0.0,-1.0,0.0,1650479206791018.0
4330,-1.0,-1.0,-6.0,-2.0,-4.0,-2.0,-2.0,-1.0,1650479206803221.0
4331,0.0,1.0,0.0,0.0,1.0,1.0,-1.0,1.0,1650479206803221.0
4332,0.0,-3.0,-6.0,-3.0,1.0,-2.0,0.0,-1.0,1650479206812115.0
4333,1.0,2.0,7.0,3.0,0.0,0.0,0.0,1.0,1650479206812115.0
4334,-1.0,-1.0,3.0,-2.0,-1.0,0.0,0.0,0.0,1650479206827049.0
4335,-1.0,-4.0,-8.0,-3.0,-1.0,0.0,1.0,-1.0,1650479206827049.0
4336,0.0,3.0,5.0,0.0,-1.0,1.0,-1.0,0.0,1650479206827885.0
4337,0.0,0.0,-2.0,-1.0,-2.0,0.0,2.0,-2.0,1650479206827885.0
4338,1.0,0.0,-4.0,0.0,-1.0,0.0,-2.0,0.0,1650479206849060.0
4339,-1.0,-1.0,2.0,0.0,-1.0,0.0,1.0,0.0,1650479206849060.0
4340,-1.0,-1.0,-1.0,-2.0,-1.0,0.0,-2.0,2.0,1650479206850904.0
4341,0.0,2.0,2.0,2.0,-1.0,-2.0,-1.0,1.0,1650479206850904.0
4342,0.0,1.0,-2.0,-2.0,-2.0,-1.0,2.0,-1.0,1650479206863698.0
4343,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,1650479206863698.0
4344,-2.0,-2.0,-2.0,1.0,1.0,-1.0,0.0,-2.0,1650479206871829.0
4345,0.0,2.0,4.0,1.0,-1.0,1.0,-4.0,1.0,1650479206871829.0
4346,-2.0,-3.0,-2.0,0.0,0.0,3.0,3.0,0.0,1650479206887075.0
4347,-2.0,0.0,1.0,0.0,0.0,-1.0,-2.0,-1.0,1650479206887075.0
4348,-1.0,-1.0,-2.0,0.0,-1.0,-3.0,0.0,-2.0,1650479206887984.0
4349,-1.0,-2.0,-4.0,-1.0,0.0,-1.0,-1.0,-2.0,1650479206887984.0
4350,-1.0,-2.0,-3.0,0.0,0.0,1.0,-2.0,0.0,1650479206909272.0
4351,0.0,2.0,6.0,-1.0,-1.0,0.0,2.0,1.0,1650479206909272.0
4352,-1.0,-1.0,-3.0,-4.0,-3.0,-1.0,0.0,0.0,1650479206910272.0
4353,-1.0,-4.0,1.0,3.0,2.0,0.0,-3.0,-3.0,1650479206910272.0
4354,0.0,1.0,3.0,-3.0,-1.0,-2.0,-1.0,-3.0,1650479206923347.0
4355,1.0,2.0,-6.0,0.0,-3.0,-1.0,-1.0,1.0,1650479206923347.0
4356,0.0,-1.0,0.0,4.0,1.0,-2.0,-1.0,-3.0,1650479206931839.0
4357,1.0,2.0,-1.0,-4.0,-1.0,0.0,2.0,0.0,1650479206931839.0
4358,1.0,-2.0,9.0,4.0,2.0,-1.0,0.0,1.0,1650479206946937.0
4359,0.0,-4.0,-2.0,-3.0,-1.0,-1.0,-1.0,-1.0,1650479206946937.0
4360,1.0,-3.0,-2.0,-3.0,-1.0,0.0,6.0,0.0,1650479206947777.0
4361,0.0,-3.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1650479206947777.0
4362,-1.0,-2.0,-6.0,-1.0,-1.0,-2.0,-2.0,0.0,1650479206969128.0
4363,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1650479206969128.0
4364,1.0,0.0,1.0,2.0,0.0,1.0,-1.0,0.0,1650479206970983.0
4365,-1.0,-4.0,-4.0,0.0,-1.0,1.0,0.0,0.0,1650479206970983.0
4366,0.0,1.0,-3.0,-2.0,-1.0,-2.0,-2.0,-1.0,1650479206983199.0
4367,2.0,-4.0,-2.0,1.0,-1.0,0.0,0.0,-1.0,1650479206983199.0
4368,0.0,-1.0,3.0,2.0,0.0,0.0,-2.0,0.0,1650479206992080.0
4369,-1.0,2.0,4.0,-1.0,1.0,-2.0,0.0,-1.0,1650479206992080.0
4370,-1.0,-1.0,-6.0,-3.0,-3.0,0.0,0.0,0.0,1650479207007095.0
4371,-4.0,-4.0,0.0,2.0,1.0,-1.0,1.0,1.0,1650479207007095.0
4372,0.0,-2.0,-2.0,-3.0,0.0,-1.0,0.0,-1.0,1650479207007992.0
4373,-1.0,1.0,-3.0,-1.0,-2.0,0.0,0.0,-2.0,1650479207007992.0
4374,0.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,1650479207029304.0
4375,-1.0,-1.0,1.0,0.0,0.0,-2.0,-2.0,0.0,1650479207029304.0
4376,-1.0,-3.0,-1.0,-3.0,-2.0,-2.0,0.0,-1.0,1650479207030287.0
4377,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1650479207030287.0
4378,0.0,-2.0,-6.0,-3.0,0.0,0.0,-1.0,-1.0,1650479207043371.0
4379,-2.0,-3.0,-5.0,-2.0,-2.0,-1.0,0.0,-1.0,1650479207043371.0
4380,-2.0,0.0,1.0,0.0,-1.0,1.0,0.0,0.0,1650479207051837.0
4381,0.0,2.0,-1.0,1.0,0.0,0.0,-2.0,0.0,1650479207051837.0
4382,0.0,-2.0,1.0,0.0,-2.0,-2.0,-1.0,-2.0,1650479207066872.0
4383,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1650479207066872.0
4384,-2.0,-1.0,-4.0,-2.0,0.0,-1.0,-1.0,0.0,1650479207067713.0
4385,-1.0,-2.0,-1.0,-2.0,-3.0,-1.0,0.0,-1.0,1650479207067713.0
4386,0.0,-1.0,-2.0,1.0,1.0,0.0,-2.0,-1.0,1650479207089219.0
4387,-2.0,0.0,0.0,-1.0,0.0,1.0,0.0,-1.0,1650479207089219.0
4388,0.0,-2.0,-4.0,-3.0,-2.0,-1.0,-1.0,-1.0,1650479207090226.0
4389,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1650479207090226.0
4390,0.0,-1.0,2.0,2.0,-1.0,-2.0,-2.0,-2.0,1650479207102612.0
4391,0.0,0.0,4.0,2.0,-2.0,0.0,1.0,1.0,1650479207102612.0
4392,-1.0,-6.0,-6.0,-3.0,-1.0,0.0,-1.0,-2.0,1650479207111591.0
4393,-2.0,0.0,-1.0,-4.0,1.0,-1.0,0.0,2.0,1650479207111591.0
4394,-2.0,2.0,2.0,2.0,-1.0,-1.0,-3.0,-2.0,1650479207125988.0
4395,-1.0,1.0,-1.0,0.0,0.0,1.0,-1.0,-1.0,1650479207125988.0
4396,0.0,3.0,1.0,2.0,1.0,1.0,-3.0,0.0,1650479207133235.0
4397,0.0,-1.0,5.0,-2.0,1.0,0.0,-2.0,1.0,1650479207133235.0
4398,-2.0,-5.0,-10.0,-3.0,0.0,0.0,3.0,2.0,1650479207149113.0
4399,1.0,4.0,4.0,0.0,-1.0,-2.0,0.0,-1.0,1650479207149113.0
4400,-1.0,3.0,0.0,0.0,1.0,3.0,0.0,1.0,1650479207150987.0
4401,-1.0,1.0,-1.0,-3.0,0.0,-2.0,-1.0,-2.0,1650479207150987.0
4402,-1.0,-2.0,1.0,-2.0,-1.0,1.0,0.0,-1.0,1650479207171997.0
4403,-1.0,-4.0,-1.0,2.0,0.0,1.0,-1.0,-1.0,1650479207171997.0
4404,1.0,1.0,-1.0,-1.0,-1.0,-2.0,-1.0,-1.0,1650479207172996.0
4405,1.0,-1.0,-4.0,-1.0,0.0,-1.0,0.0,-1.0,1650479207172996.0
4406,1.0,3.0,3.0,-3.0,1.0,-1.0,-2.0,0.0,1650479207186192.0
4407,0.0,-2.0,-4.0,-1.0,-2.0,0.0,-1.0,-1.0,1650479207186192.0
4408,-2.0,3.0,9.0,2.0,-1.0,-2.0,-2.0,-1.0,1650479207188188.0
4409,-1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0,1650479207188188.0
4410,1.0,0.0,-4.0,-1.0,-1.0,-1.0,2.0,0.0,1650479207209145.0
4411,-1.0,-3.0,-1.0,-2.0,-1.0,-1.0,-2.0,-1.0,1650479207209145.0
4412,-1.0,-4.0,-5.0,-2.0,-2.0,-2.0,1.0,0.0,1650479207210979.0
4413,-2.0,1.0,2.0,6.0,-3.0,0.0,-2.0,-2.0,1650479207210979.0
4414,0.0,-2.0,-2.0,-1.0,0.0,-2.0,-1.0,-1.0,1650479207239140.0
4415,0.0,1.0,3.0,-1.0,0.0,0.0,0.0,0.0,1650479207239140.0
4416,0.0,-1.0,2.0,2.0,0.0,-1.0,1.0,0.0,1650479207240977.0
4417,-2.0,-3.0,-3.0,-1.0,-2.0,-1.0,1.0,0.0,1650479207240977.0
4418,1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,1650479207246118.0
4419,-2.0,1.0,-2.0,-4.0,-1.0,-2.0,0.0,0.0,1650479207246118.0
4420,-2.0,-3.0,-5.0,-1.0,-1.0,-1.0,-1.0,-1.0,1650479207253251.0
4421,-2.0,-2.0,2.0,2.0,0.0,1.0,0.0,-2.0,1650479207253251.0
4422,-1.0,2.0,3.0,0.0,-1.0,-2.0,0.0,-2.0,1650479207269566.0
4423,2.0,0.0,-3.0,-1.0,0.0,-1.0,0.0,0.0,1650479207269566.0
4424,1.0,0.0,-2.0,-1.0,0.0,-1.0,-2.0,-2.0,1650479207270566.0
4425,-2.0,0.0,-5.0,-2.0,1.0,0.0,6.0,1.0,1650479207270566.0
4426,-2.0,1.0,8.0,0.0,-2.0,-1.0,-2.0,-2.0,1650479207292008.0
4427,0.0,-5.0,-10.0,-1.0,-1.0,-1.0,-1.0,-1.0,1650479207292008.0
4428,-1.0,0.0,3.0,-2.0,-1.0,-2.0,0.0,0.0,1650479207293008.0
4429,2.0,0.0,-1.0,-1.0,0.0,0.0,-2.0,-1.0,1650479207293008.0
4430,1.0,-3.0,-2.0,0.0,0.0,0.0,-1.0,1.0,1650479207306053.0
4431,-3.0,1.0,2.0,-1.0,-1.0,-2.0,0.0,1.0,1650479207306053.0
4432,-1.0,4.0,2.0,1.0,-1.0,-1.0,-2.0,-2.0,1650479207313080.0
4433,0.0,-5.0,-7.0,-5.0,-1.0,-1.0,0.0,-1.0,1650479207313080.0
4434,-1.0,-2.0,-7.0,-2.0,-1.0,1.0,1.0,0.0,1650479207329129.0
4435,1.0,-1.0,3.0,1.0,0.0,-1.0,1.0,-2.0,1650479207329129.0
4436,0.0,2.0,5.0,3.0,-1.0,0.0,0.0,1.0,1650479207331010.0
4437,2.0,2.0,2.0,0.0,-2.0,-3.0,-2.0,-2.0,1650479207331010.0
4438,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1650479207367991.0
4439,-1.0,-3.0,-10.0,-4.0,-1.0,1.0,0.0,0.0,1650479207367991.0
4440,1.0,-1.0,0.0,-2.0,-1.0,-1.0,0.0,0.0,1650479207368989.0
4441,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-2.0,-2.0,1650479207368989.0
4442,0.0,-3.0,1.0,1.0,0.0,1.0,-1.0,-2.0,1650479207369986.0
4443,-1.0,2.0,0.0,0.0,-2.0,-2.0,-3.0,0.0,1650479207369986.0
4444,-1.0,-6.0,-5.0,-1.0,1.0,0.0,0.0,2.0,1650479207373975.0
4445,1.0,0.0,1.0,0.0,-1.0,1.0,0.0,0.0,1650479207373975.0
4446,-2.0,-3.0,-5.0,-3.0,-1.0,-3.0,-1.0,0.0,1650479207388336.0
4447,-1.0,-1.0,6.0,1.0,0.0,1.0,-1.0,-1.0,1650479207388336.0
4448,-1.0,2.0,2.0,-2.0,-1.0,-1.0,-3.0,-1.0,1650479207396762.0
4449,-2.0,-2.0,0.0,3.0,0.0,-2.0,-2.0,0.0,1650479207396762.0
4450,-1.0,1.0,-3.0,-2.0,1.0,-1.0,1.0,-2.0,1650479207411922.0
4451,0.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,1650479207411922.0
4452,-1.0,-5.0,-2.0,-1.0,-1.0,0.0,-1.0,1.0,1650479207412950.0
4453,-1.0,-2.0,-4.0,-1.0,2.0,2.0,0.0,-1.0,1650479207412950.0
4454,-2.0,2.0,-1.0,0.0,-1.0,-2.0,0.0,-1.0,1650479207425991.0
4455,0.0,0.0,3.0,-1.0,-1.0,0.0,2.0,0.0,1650479207425991.0
4456,0.0,-1.0,-3.0,-3.0,-1.0,-1.0,1.0,-2.0,1650479207433194.0
4457,1.0,0.0,-5.0,0.0,0.0,0.0,-1.0,1.0,1650479207433194.0
4458,-2.0,-3.0,-2.0,-1.0,-3.0,-1.0,-2.0,-2.0,1650479207449083.0
4459,-2.0,-1.0,-3.0,-1.0,1.0,0.0,0.0,-2.0,1650479207449083.0
4460,0.0,2.0,2.0,1.0,-1.0,1.0,1.0,0.0,1650479207450959.0
4461,0.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,1650479207450959.0
4462,1.0,-1.0,-3.0,-2.0,0.0,0.0,-2.0,-1.0,1650479207471482.0
4463,0.0,1.0,3.0,1.0,0.0,-2.0,-2.0,0.0,1650479207471482.0
