,EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7,timestamp
1602,0.0,-2.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,1650479193132049.0
1603,1.0,0.0,-1.0,-2.0,-1.0,-1.0,-2.0,-1.0,1650479193132049.0
1604,-2.0,0.0,6.0,3.0,2.0,2.0,0.0,-1.0,1650479193132049.0
1605,-1.0,-2.0,-4.0,-4.0,-1.0,-2.0,-2.0,1.0,1650479193132049.0
1606,-2.0,-1.0,-1.0,0.0,-3.0,-3.0,-4.0,-1.0,1650479193153873.0
1607,1.0,-1.0,-5.0,-2.0,-1.0,0.0,4.0,0.0,1650479193153873.0
1608,-1.0,-2.0,-3.0,-3.0,-2.0,-2.0,-6.0,-3.0,1650479193154870.0
1609,2.0,2.0,4.0,1.0,-2.0,-2.0,2.0,2.0,1650479193154870.0
1610,0.0,-1.0,-1.0,1.0,0.0,2.0,5.0,-1.0,1650479193168839.0
1611,-1.0,-3.0,-4.0,-4.0,-2.0,-1.0,-1.0,-1.0,1650479193168839.0
1612,0.0,3.0,2.0,1.0,-2.0,-1.0,3.0,1.0,1650479193168839.0
1613,-1.0,2.0,1.0,1.0,0.0,1.0,-3.0,-2.0,1650479193168839.0
1614,-2.0,0.0,-1.0,0.0,-1.0,2.0,0.0,0.0,1650479193191954.0
1615,-1.0,-3.0,-1.0,-1.0,-1.0,-1.0,2.0,-2.0,1650479193191954.0
1616,0.0,0.0,4.0,1.0,0.0,-2.0,-3.0,-1.0,1650479193191954.0
1617,-2.0,-1.0,0.0,-1.0,-1.0,0.0,1.0,-1.0,1650479193191954.0
1618,-2.0,-1.0,-10.0,-6.0,-3.0,-2.0,-4.0,-2.0,1650479193214806.0
1619,1.0,1.0,0.0,1.0,0.0,-1.0,-1.0,1.0,1650479193214806.0
1620,1.0,1.0,2.0,-1.0,-2.0,0.0,1.0,0.0,1650479193214806.0
1621,-1.0,-3.0,2.0,1.0,2.0,2.0,2.0,0.0,1650479193214806.0
1622,0.0,0.0,1.0,-2.0,-1.0,-1.0,1.0,0.0,1650479193228049.0
1623,-2.0,-2.0,-1.0,-2.0,-1.0,0.0,-5.0,-3.0,1650479193228049.0
1624,0.0,1.0,0.0,1.0,1.0,2.0,5.0,4.0,1650479193228905.0
1625,0.0,-2.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,1650479193228905.0
1626,0.0,-1.0,1.0,-1.0,1.0,0.0,-7.0,-2.0,1650479193251701.0
1627,-1.0,-1.0,0.0,0.0,-1.0,0.0,4.0,1.0,1650479193251701.0
1628,0.0,-1.0,-4.0,-1.0,-3.0,0.0,-3.0,-2.0,1650479193252559.0
1629,0.0,2.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1650479193252559.0
1630,0.0,1.0,1.0,1.0,-1.0,-1.0,0.0,1.0,1650479193274782.0
1631,0.0,2.0,-2.0,-3.0,-2.0,-2.0,-4.0,-2.0,1650479193274782.0
1632,-1.0,-1.0,-3.0,-3.0,-2.0,-2.0,0.0,-1.0,1650479193275168.0
1633,-2.0,-2.0,-3.0,-1.0,3.0,2.0,1.0,-1.0,1650479193275168.0
1634,2.0,-3.0,1.0,0.0,-2.0,-2.0,-3.0,-1.0,1650479193288513.0
1635,-1.0,0.0,2.0,2.0,1.0,2.0,3.0,0.0,1650479193288513.0
1636,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-2.0,0.0,1650479193289350.0
1637,0.0,2.0,2.0,1.0,-2.0,1.0,3.0,0.0,1650479193289350.0
1638,1.0,0.0,3.0,1.0,0.0,-1.0,1.0,-1.0,1650479193311911.0
1639,-2.0,-3.0,-2.0,-2.0,-2.0,-3.0,1.0,-2.0,1650479193311911.0
1640,-1.0,-1.0,1.0,0.0,1.0,-1.0,-4.0,-3.0,1650479193311911.0
1641,0.0,1.0,2.0,1.0,2.0,2.0,8.0,4.0,1650479193311911.0
1642,-4.0,-5.0,-14.0,-7.0,-3.0,-2.0,-4.0,-5.0,1650479193333812.0
1643,0.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1650479193333812.0
1644,0.0,0.0,0.0,-2.0,-1.0,-2.0,-2.0,-1.0,1650479193334813.0
1645,1.0,-1.0,3.0,2.0,0.0,-1.0,-5.0,-2.0,1650479193334813.0
1646,-1.0,1.0,-2.0,-1.0,0.0,0.0,5.0,0.0,1650479193349051.0
1647,-2.0,0.0,-5.0,0.0,0.0,1.0,2.0,2.0,1650479193349051.0
1648,1.0,-1.0,1.0,1.0,-2.0,0.0,0.0,-1.0,1650479193349051.0
1649,-1.0,-1.0,-2.0,-2.0,-3.0,-2.0,-1.0,-3.0,1650479193349051.0
1650,-1.0,-5.0,-6.0,-2.0,-1.0,-1.0,-1.0,-3.0,1650479193372181.0
1651,0.0,-1.0,1.0,-2.0,-2.0,-1.0,-2.0,-3.0,1650479193372181.0
1652,-2.0,-3.0,0.0,0.0,0.0,-2.0,-1.0,-2.0,1650479193372181.0
1653,-1.0,-2.0,0.0,-1.0,-2.0,-1.0,2.0,1.0,1650479193372181.0
1654,-1.0,1.0,3.0,1.0,1.0,-2.0,-2.0,0.0,1650479193394776.0
1655,2.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,1650479193394776.0
1656,1.0,-2.0,-6.0,-5.0,-3.0,-1.0,-2.0,0.0,1650479193394776.0
1657,0.0,-3.0,0.0,-2.0,-2.0,-1.0,-1.0,-1.0,1650479193394776.0
1658,1.0,2.0,2.0,3.0,0.0,0.0,0.0,-1.0,1650479193409083.0
1659,-1.0,1.0,0.0,0.0,0.0,0.0,-3.0,-2.0,1650479193409083.0
1660,-1.0,1.0,2.0,2.0,-1.0,3.0,4.0,1.0,1650479193409083.0
1661,0.0,-1.0,-6.0,-3.0,-3.0,-5.0,-7.0,-3.0,1650479193409083.0
1662,-3.0,-3.0,-2.0,0.0,1.0,1.0,10.0,5.0,1650479193432133.0
1663,-3.0,1.0,-2.0,0.0,-1.0,-2.0,-4.0,-1.0,1650479193432133.0
1664,0.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,1650479193432133.0
1665,0.0,2.0,4.0,1.0,-1.0,0.0,-2.0,0.0,1650479193432133.0
1666,1.0,3.0,2.0,-1.0,-2.0,-2.0,-4.0,-1.0,1650479193454126.0
1667,-2.0,-2.0,-6.0,-2.0,-3.0,1.0,3.0,-1.0,1650479193454126.0
1668,-2.0,0.0,-2.0,0.0,-1.0,-1.0,0.0,-2.0,1650479193455125.0
1669,-2.0,2.0,-1.0,0.0,1.0,-3.0,-1.0,0.0,1650479193455125.0
1670,0.0,-2.0,1.0,1.0,-1.0,-2.0,-1.0,0.0,1650479193469118.0
1671,0.0,-1.0,2.0,1.0,1.0,4.0,3.0,3.0,1650479193469118.0
1672,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,1650479193469118.0
1673,-2.0,-2.0,2.0,2.0,0.0,-1.0,-2.0,-3.0,1650479193469118.0
1674,0.0,-3.0,-5.0,-3.0,-3.0,-2.0,-5.0,1.0,1650479193492011.0
1675,-1.0,-1.0,-2.0,0.0,-3.0,-2.0,1.0,-2.0,1650479193492011.0
1676,0.0,0.0,0.0,0.0,-2.0,-2.0,2.0,2.0,1650479193492011.0
1677,-1.0,0.0,2.0,-1.0,1.0,-1.0,-6.0,-3.0,1650479193492011.0
1678,0.0,0.0,4.0,1.0,3.0,1.0,2.0,0.0,1650479193514813.0
1679,1.0,-3.0,-2.0,-1.0,0.0,1.0,0.0,-2.0,1650479193514813.0
1680,-2.0,-2.0,-6.0,-1.0,-2.0,-1.0,-1.0,-3.0,1650479193514813.0
1681,-2.0,-1.0,-1.0,1.0,-1.0,-3.0,1.0,1.0,1650479193514813.0
1682,-3.0,-2.0,-2.0,-2.0,-2.0,1.0,1.0,-1.0,1650479193536372.0
1683,-1.0,0.0,4.0,1.0,0.0,-2.0,1.0,-1.0,1650479193536372.0
1684,-1.0,0.0,2.0,2.0,3.0,2.0,2.0,-1.0,1650479193537370.0
1685,1.0,-1.0,-3.0,-1.0,0.0,0.0,-1.0,0.0,1650479193537370.0
1686,0.0,-1.0,-3.0,-1.0,-1.0,-1.0,-1.0,0.0,1650479193551690.0
1687,-2.0,2.0,1.0,1.0,-1.0,-2.0,-4.0,0.0,1650479193551690.0
1688,0.0,1.0,-1.0,-3.0,-1.0,0.0,4.0,2.0,1650479193552527.0
1689,-1.0,-1.0,2.0,0.0,-3.0,0.0,0.0,-1.0,1650479193552527.0
1690,0.0,1.0,3.0,2.0,0.0,0.0,-1.0,1.0,1650479193574810.0
1691,-1.0,-1.0,-2.0,0.0,1.0,0.0,-3.0,1.0,1650479193574810.0
1692,2.0,0.0,1.0,1.0,0.0,2.0,-3.0,-1.0,1650479193574810.0
1693,-2.0,-4.0,-10.0,-6.0,-4.0,-1.0,-2.0,1.0,1650479193574810.0
1694,-1.0,0.0,-2.0,0.0,-2.0,0.0,-3.0,-2.0,1650479193588207.0
1695,1.0,1.0,0.0,2.0,0.0,1.0,4.0,1.0,1650479193588207.0
1696,-3.0,2.0,1.0,1.0,1.0,-2.0,-3.0,-1.0,1650479193603939.0
1697,-1.0,-1.0,-4.0,-3.0,0.0,0.0,2.0,-1.0,1650479193603939.0
1698,-1.0,-1.0,2.0,0.0,-1.0,-2.0,-3.0,-2.0,1650479193611080.0
1699,2.0,2.0,0.0,1.0,0.0,-1.0,-2.0,-1.0,1650479193611080.0
1700,-1.0,-3.0,-6.0,-5.0,0.0,0.0,0.0,-1.0,1650479193611967.0
1701,0.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,-2.0,1650479193611967.0
1702,1.0,1.0,2.0,0.0,2.0,-1.0,-3.0,0.0,1650479193633954.0
1703,0.0,-1.0,0.0,-2.0,-1.0,-1.0,2.0,-1.0,1650479193633954.0
1704,0.0,-2.0,-1.0,0.0,-3.0,-3.0,-2.0,-1.0,1650479193634948.0
1705,-2.0,0.0,1.0,2.0,-1.0,-1.0,-4.0,-1.0,1650479193634948.0
1706,1.0,-1.0,-1.0,0.0,0.0,1.0,6.0,2.0,1650479193648018.0
1707,0.0,-1.0,0.0,-3.0,0.0,0.0,-1.0,-3.0,1650479193648018.0
1708,0.0,-1.0,-3.0,-1.0,0.0,2.0,2.0,0.0,1650479193655995.0
1709,1.0,1.0,1.0,-1.0,-2.0,-1.0,-1.0,-1.0,1650479193655995.0
1710,-2.0,0.0,0.0,-1.0,-3.0,-5.0,-1.0,-2.0,1650479193671996.0
1711,-1.0,-1.0,1.0,0.0,-4.0,-2.0,-1.0,-1.0,1650479193671996.0
1712,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,-1.0,1650479193671996.0
1713,0.0,-2.0,-3.0,0.0,2.0,1.0,0.0,-2.0,1650479193671996.0
1714,-2.0,0.0,2.0,-2.0,-3.0,-2.0,0.0,-3.0,1650479193694724.0
1715,-2.0,-1.0,0.0,0.0,0.0,-1.0,-2.0,0.0,1650479193694724.0
1716,-1.0,-2.0,2.0,1.0,-2.0,-2.0,-5.0,0.0,1650479193694724.0
1717,-1.0,-1.0,-5.0,2.0,1.0,1.0,6.0,2.0,1650479193694724.0
1718,1.0,1.0,3.0,0.0,-2.0,1.0,-4.0,0.0,1650479193708186.0
1719,-1.0,-3.0,-1.0,-6.0,-2.0,-1.0,-2.0,-1.0,1650479193708186.0
1720,0.0,0.0,-2.0,-1.0,1.0,3.0,2.0,0.0,1650479193716212.0
1721,-1.0,-1.0,2.0,-1.0,0.0,2.0,2.0,1.0,1650479193716212.0
1722,-1.0,0.0,-8.0,6.0,0.0,0.0,-1.0,-1.0,1650479193732158.0
1723,-4.0,-1.0,4.0,0.0,-1.0,-1.0,-4.0,-5.0,1650479193732158.0
1724,0.0,0.0,-6.0,-9.0,-4.0,-4.0,-6.0,1.0,1650479193732158.0
1725,0.0,2.0,11.0,-1.0,1.0,1.0,2.0,-1.0,1650479193732158.0
1726,1.0,-2.0,-4.0,9.0,2.0,2.0,5.0,2.0,1650479193754773.0
1727,1.0,-4.0,1.0,-1.0,0.0,0.0,0.0,2.0,1650479193754773.0
1728,-3.0,-6.0,-11.0,-14.0,-3.0,-3.0,-1.0,-3.0,1650479193754773.0
1729,1.0,6.0,10.0,19.0,3.0,-1.0,-4.0,-1.0,1650479193754773.0
1730,-2.0,-8.0,-15.0,-29.0,-4.0,0.0,-2.0,-2.0,1650479193768096.0
1731,0.0,2.0,-1.0,1.0,-4.0,-3.0,0.0,0.0,1650479193768096.0
1732,0.0,6.0,14.0,7.0,-1.0,0.0,-2.0,-3.0,1650479193775994.0
1733,-2.0,-3.0,-7.0,-4.0,-3.0,-1.0,-4.0,-5.0,1650479193775994.0
1734,1.0,2.0,-13.0,7.0,4.0,1.0,-1.0,-1.0,1650479193790910.0
1735,-5.0,1.0,0.0,5.0,0.0,-1.0,-5.0,-6.0,1650479193790910.0
1736,-2.0,5.0,-8.0,-13.0,-7.0,-5.0,-1.0,-3.0,1650479193799311.0
1737,4.0,-5.0,11.0,8.0,6.0,3.0,6.0,1.0,1650479193799311.0
1738,-4.0,7.0,31.0,10.0,3.0,1.0,-4.0,-3.0,1650479193814777.0
1739,0.0,-22.0,-55.0,-25.0,-9.0,-2.0,4.0,8.0,1650479193814777.0
1740,4.0,21.0,29.0,19.0,0.0,-2.0,-3.0,1.0,1650479193814777.0
1741,-3.0,-2.0,-11.0,-4.0,2.0,1.0,0.0,1.0,1650479193814777.0
1742,3.0,-1.0,-16.0,-9.0,-5.0,-4.0,1.0,-1.0,1650479193828207.0
1743,0.0,5.0,15.0,5.0,6.0,4.0,1.0,-3.0,1650479193828207.0
1744,-3.0,-14.0,-20.0,-4.0,-4.0,-2.0,-6.0,-1.0,1650479193835583.0
1745,0.0,12.0,20.0,1.0,-1.0,0.0,6.0,2.0,1650479193835583.0
1746,-2.0,-5.0,-3.0,-4.0,-1.0,-3.0,-4.0,-1.0,1650479193851729.0
1747,1.0,-3.0,5.0,7.0,0.0,-2.0,-5.0,0.0,1650479193851729.0
1748,4.0,-14.0,-11.0,-2.0,1.0,2.0,4.0,4.0,1650479193852582.0
1749,-3.0,-2.0,20.0,-2.0,-2.0,-1.0,-7.0,1.0,1650479193852582.0
1750,-6.0,-8.0,-10.0,-4.0,-8.0,-5.0,-6.0,-10.0,1650479193874411.0
1751,11.0,13.0,8.0,10.0,9.0,7.0,12.0,15.0,1650479193874411.0
1752,-8.0,3.0,-9.0,-4.0,-1.0,-2.0,-4.0,-6.0,1650479193874411.0
1753,7.0,-15.0,-26.0,-17.0,-4.0,-4.0,3.0,1.0,1650479193874411.0
1754,5.0,17.0,29.0,13.0,4.0,1.0,3.0,1.0,1650479193896873.0
1755,-1.0,-2.0,0.0,1.0,2.0,2.0,-1.0,1.0,1650479193896873.0
1756,-7.0,-14.0,-25.0,-14.0,-6.0,-3.0,4.0,-1.0,1650479193896873.0
1757,1.0,10.0,13.0,8.0,2.0,0.0,-2.0,4.0,1650479193896873.0
1758,3.0,-1.0,7.0,3.0,2.0,1.0,2.0,2.0,1650479193911551.0
1759,-11.0,-2.0,5.0,2.0,1.0,-2.0,-3.0,-13.0,1650479193911551.0
1760,13.0,7.0,16.0,10.0,5.0,5.0,8.0,22.0,1650479193911839.0
1761,-5.0,-8.0,-27.0,-12.0,-7.0,-5.0,-10.0,-13.0,1650479193911839.0
1762,3.0,8.0,11.0,1.0,-1.0,0.0,-4.0,2.0,1650479193934154.0
1763,6.0,7.0,11.0,4.0,1.0,2.0,3.0,4.0,1650479193934154.0
1764,-1.0,1.0,6.0,3.0,1.0,0.0,-5.0,-9.0,1650479193935154.0
1765,-10.0,-15.0,-36.0,-19.0,-9.0,-4.0,3.0,1.0,1650479193935154.0
1766,-3.0,-6.0,-6.0,-1.0,-2.0,-3.0,-9.0,-5.0,1650479193957117.0
1767,0.0,0.0,-1.0,-2.0,-1.0,-3.0,-9.0,1.0,1650479193957117.0
1768,4.0,0.0,4.0,6.0,3.0,2.0,10.0,-2.0,1650479193957117.0
1769,3.0,13.0,20.0,6.0,2.0,4.0,4.0,3.0,1650479193957117.0
1770,-3.0,-3.0,-22.0,-7.0,0.0,1.0,2.0,1.0,1650479193971422.0
1771,-4.0,-10.0,-18.0,-10.0,-3.0,0.0,1.0,2.0,1650479193971422.0
1772,3.0,13.0,20.0,8.0,2.0,1.0,-6.0,0.0,1650479193971839.0
1773,-4.0,-8.0,-3.0,-1.0,-2.0,-3.0,-5.0,-5.0,1650479193971839.0
1774,0.0,9.0,9.0,4.0,1.0,-1.0,3.0,4.0,1650479193994773.0
1775,0.0,-9.0,-7.0,-4.0,-1.0,0.0,0.0,0.0,1650479193994773.0
1776,-4.0,-10.0,-14.0,-3.0,0.0,2.0,1.0,-3.0,1650479193994773.0
1777,-1.0,2.0,-2.0,0.0,0.0,-2.0,-4.0,2.0,1650479193994773.0
1778,-2.0,-4.0,6.0,-2.0,-1.0,1.0,8.0,1.0,1650479194017126.0
1779,1.0,1.0,-8.0,1.0,-4.0,-6.0,-7.0,-5.0,1650479194017126.0
1780,1.0,4.0,-9.0,1.0,3.0,2.0,8.0,3.0,1650479194017126.0
1781,0.0,-10.0,-19.0,-2.0,1.0,1.0,1.0,0.0,1650479194017126.0
1782,-2.0,12.0,39.0,1.0,0.0,-2.0,-7.0,-1.0,1650479194031026.0
1783,-5.0,-5.0,-3.0,-2.0,-5.0,-4.0,-7.0,-6.0,1650479194031026.0
1784,-1.0,-6.0,-3.0,-3.0,-1.0,3.0,3.0,0.0,1650479194031872.0
1785,2.0,8.0,10.0,6.0,1.0,-2.0,-3.0,0.0,1650479194031872.0
1786,0.0,-7.0,6.0,1.0,-2.0,-2.0,0.0,-4.0,1650479194054801.0
1787,-3.0,-22.0,-53.0,-15.0,-3.0,1.0,5.0,0.0,1650479194054801.0
1788,-6.0,-2.0,5.0,-6.0,-6.0,-6.0,-9.0,-3.0,1650479194055835.0
1789,4.0,5.0,-13.0,0.0,0.0,0.0,1.0,1.0,1650479194055835.0
1790,-7.0,-22.0,1.0,-9.0,-6.0,-2.0,-4.0,-3.0,1650479194077153.0
1791,6.0,15.0,25.0,7.0,4.0,1.0,-1.0,-2.0,1650479194077153.0
1792,2.0,1.0,0.0,6.0,2.0,-1.0,-2.0,0.0,1650479194078015.0
1793,-8.0,5.0,8.0,-10.0,-8.0,-1.0,4.0,-2.0,1650479194078015.0
1794,11.0,16.0,11.0,10.0,7.0,7.0,7.0,8.0,1650479194090006.0
1795,-7.0,-4.0,-26.0,-11.0,-8.0,-5.0,-4.0,-5.0,1650479194090006.0
1796,1.0,15.0,29.0,7.0,3.0,1.0,-4.0,0.0,1650479194098939.0
1797,2.0,-3.0,0.0,4.0,5.0,3.0,-1.0,0.0,1650479194098939.0
1798,0.0,4.0,5.0,1.0,0.0,1.0,6.0,5.0,1650479194114561.0
1799,1.0,12.0,33.0,6.0,3.0,1.0,6.0,1.0,1650479194114561.0
1800,-4.0,-12.0,-22.0,-5.0,1.0,-3.0,-11.0,-10.0,1650479194115428.0
1801,0.0,-2.0,-2.0,-2.0,-3.0,-3.0,-3.0,0.0,1650479194115428.0
1802,-1.0,-11.0,-26.0,-3.0,2.0,2.0,1.0,-1.0,1650479194137087.0
1803,0.0,5.0,18.0,5.0,1.0,0.0,5.0,2.0,1650479194137087.0
1804,-5.0,-14.0,-8.0,-2.0,-3.0,-1.0,3.0,0.0,1650479194137921.0
1805,1.0,-3.0,9.0,4.0,2.0,2.0,-1.0,-1.0,1650479194137921.0
1806,-1.0,6.0,0.0,-1.0,-5.0,-6.0,-6.0,-3.0,1650479194149856.0
1807,-6.0,-16.0,-32.0,-10.0,-4.0,-3.0,-1.0,-3.0,1650479194149856.0
1808,1.0,-8.0,6.0,4.0,4.0,4.0,4.0,1.0,1650479194158827.0
1809,1.0,6.0,12.0,3.0,0.0,1.0,1.0,1.0,1650479194158827.0
1810,5.0,14.0,9.0,6.0,3.0,5.0,2.0,3.0,1650479194174813.0
1811,-5.0,-15.0,10.0,1.0,0.0,-2.0,-4.0,-4.0,1650479194174813.0
1812,-2.0,6.0,-3.0,-6.0,-2.0,-2.0,1.0,-1.0,1650479194175846.0
1813,-2.0,-5.0,-12.0,-1.0,-2.0,-2.0,-2.0,-3.0,1650479194175846.0
1814,-4.0,-14.0,-13.0,-3.0,-3.0,-1.0,0.0,-3.0,1650479194196160.0
1815,2.0,10.0,8.0,2.0,1.0,0.0,-1.0,-1.0,1650479194196160.0
1816,2.0,12.0,18.0,1.0,-3.0,-3.0,-2.0,1.0,1650479194198154.0
1817,3.0,-3.0,-3.0,2.0,3.0,1.0,4.0,1.0,1650479194198154.0
1818,-10.0,-14.0,-8.0,-9.0,-7.0,-6.0,-14.0,-11.0,1650479194210133.0
1819,4.0,6.0,16.0,10.0,5.0,1.0,-1.0,1.0,1650479194210133.0
1820,0.0,-1.0,-2.0,-2.0,-3.0,-1.0,2.0,1.0,1650479194219139.0
1821,-5.0,-4.0,-4.0,-6.0,-5.0,-4.0,-2.0,-2.0,1650479194219139.0
1822,1.0,-6.0,-21.0,-3.0,0.0,1.0,5.0,3.0,1650479194234826.0
1823,-2.0,5.0,7.0,-3.0,-1.0,-4.0,-5.0,-1.0,1650479194234826.0
1824,-3.0,-5.0,-5.0,-3.0,-1.0,-1.0,0.0,-1.0,1650479194235857.0
1825,2.0,5.0,14.0,6.0,1.0,3.0,0.0,2.0,1650479194235857.0
1826,3.0,2.0,-10.0,2.0,3.0,3.0,0.0,3.0,1650479194256674.0
1827,-2.0,3.0,-5.0,-5.0,-2.0,2.0,9.0,2.0,1650479194256674.0
1828,0.0,-2.0,15.0,8.0,1.0,-1.0,0.0,1.0,1650479194258531.0
1829,-5.0,-5.0,-4.0,-5.0,-3.0,-2.0,-4.0,-2.0,1650479194258531.0
1830,-1.0,-4.0,-10.0,-1.0,-1.0,-2.0,-1.0,1.0,1650479194270859.0
1831,1.0,-3.0,3.0,0.0,2.0,0.0,-3.0,-1.0,1650479194270859.0
1832,-1.0,2.0,-9.0,-4.0,-3.0,-2.0,-1.0,2.0,1650479194279710.0
1833,0.0,-4.0,-14.0,-5.0,0.0,-3.0,0.0,-4.0,1650479194279710.0
1834,-1.0,-1.0,5.0,-2.0,0.0,3.0,4.0,0.0,1650479194294776.0
1835,-6.0,1.0,-2.0,-7.0,-3.0,-1.0,-4.0,2.0,1650479194294776.0
1836,5.0,0.0,2.0,2.0,-1.0,-1.0,-3.0,0.0,1650479194295779.0
1837,-2.0,-4.0,-3.0,2.0,0.0,-1.0,0.0,0.0,1650479194295779.0
1838,0.0,3.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,1650479194316997.0
1839,3.0,7.0,14.0,13.0,1.0,0.0,-7.0,1.0,1650479194316997.0
1840,-3.0,0.0,5.0,1.0,-2.0,-1.0,1.0,-1.0,1650479194317994.0
1841,-2.0,-8.0,-23.0,-17.0,-1.0,-2.0,-3.0,-1.0,1650479194317994.0
1842,-1.0,0.0,-6.0,4.0,1.0,-1.0,2.0,-2.0,1650479194330127.0
1843,-2.0,-9.0,0.0,-5.0,-6.0,-2.0,2.0,-3.0,1650479194330127.0
1844,-3.0,-3.0,-5.0,5.0,1.0,-5.0,-13.0,-5.0,1650479194339122.0
1845,4.0,7.0,7.0,-1.0,3.0,2.0,12.0,4.0,1650479194339122.0
1846,1.0,3.0,4.0,2.0,-1.0,-4.0,-2.0,-2.0,1650479194361992.0
1847,2.0,3.0,-4.0,-4.0,-4.0,-1.0,7.0,0.0,1650479194361992.0
1848,0.0,-6.0,-17.0,-6.0,-1.0,1.0,1.0,0.0,1650479194362991.0
1849,-2.0,5.0,15.0,12.0,1.0,1.0,-2.0,-1.0,1650479194362991.0
1850,-4.0,-18.0,-45.0,-20.0,-3.0,-4.0,-12.0,-6.0,1650479194377140.0
1851,2.0,12.0,21.0,7.0,3.0,2.0,13.0,0.0,1650479194377140.0
1852,-1.0,-1.0,-6.0,-9.0,-4.0,0.0,5.0,-1.0,1650479194377987.0
1853,2.0,6.0,5.0,3.0,-1.0,-3.0,-6.0,0.0,1650479194377987.0
1854,-1.0,-6.0,16.0,3.0,-2.0,-1.0,0.0,-1.0,1650479194390792.0
1855,0.0,-3.0,-13.0,0.0,1.0,-4.0,-11.0,-4.0,1650479194390792.0
1856,-3.0,-3.0,-4.0,-3.0,-1.0,2.0,0.0,1.0,1650479194399281.0
1857,1.0,-3.0,3.0,0.0,-2.0,3.0,12.0,2.0,1650479194399281.0
1858,0.0,6.0,7.0,1.0,0.0,-1.0,-4.0,-1.0,1650479194414802.0
1859,0.0,-2.0,-7.0,-6.0,-2.0,-1.0,2.0,1.0,1650479194414802.0
1860,0.0,4.0,12.0,3.0,1.0,-2.0,-4.0,-6.0,1650479194415834.0
1861,-1.0,-8.0,-18.0,-3.0,-1.0,0.0,-7.0,-1.0,1650479194415834.0
1862,1.0,3.0,-3.0,0.0,-2.0,3.0,8.0,2.0,1650479194437029.0
1863,-2.0,-7.0,-4.0,-4.0,0.0,2.0,-1.0,-1.0,1650479194437029.0
1864,3.0,12.0,-4.0,0.0,-1.0,0.0,-1.0,1.0,1650479194438873.0
1865,-2.0,-1.0,19.0,5.0,1.0,-1.0,-5.0,0.0,1650479194438873.0
1866,-1.0,1.0,1.0,1.0,1.0,3.0,11.0,4.0,1650479194450048.0
1867,4.0,5.0,2.0,4.0,3.0,0.0,-3.0,3.0,1650479194450048.0
1868,-2.0,1.0,8.0,-1.0,0.0,-1.0,-9.0,-7.0,1650479194459143.0
1869,1.0,3.0,1.0,-1.0,-1.0,1.0,4.0,0.0,1650479194459143.0
1870,1.0,-1.0,-4.0,3.0,2.0,2.0,-1.0,-1.0,1650479194475142.0
1871,3.0,5.0,6.0,-1.0,-2.0,-3.0,-1.0,-1.0,1650479194475142.0
1872,-3.0,-13.0,-19.0,-5.0,-3.0,-3.0,-1.0,1.0,1650479194475834.0
1873,-2.0,-6.0,-10.0,-4.0,-1.0,-1.0,-4.0,-4.0,1650479194475834.0
1874,0.0,2.0,9.0,3.0,1.0,-1.0,-3.0,0.0,1650479194496873.0
1875,1.0,1.0,-3.0,-1.0,1.0,0.0,-3.0,-1.0,1650479194496873.0
1876,-4.0,-6.0,-7.0,-4.0,-2.0,-1.0,8.0,1.0,1650479194497881.0
1877,2.0,3.0,4.0,0.0,-1.0,-2.0,-3.0,0.0,1650479194497881.0
1878,-1.0,-3.0,-5.0,-5.0,-1.0,-1.0,1.0,1.0,1650479194510910.0
1879,-3.0,-9.0,-13.0,-3.0,-1.0,-2.0,-6.0,-3.0,1650479194510910.0
1880,0.0,11.0,25.0,6.0,4.0,4.0,6.0,3.0,1650479194518878.0
1881,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,0.0,1650479194518878.0
1882,-1.0,1.0,-3.0,-3.0,-2.0,1.0,1.0,-1.0,1650479194534099.0
1883,-2.0,0.0,3.0,1.0,1.0,-1.0,-2.0,-1.0,1650479194534099.0
1884,-1.0,-2.0,-3.0,3.0,-1.0,0.0,5.0,0.0,1650479194536142.0
1885,2.0,4.0,-5.0,-1.0,-4.0,-3.0,-1.0,-1.0,1650479194536142.0
1886,0.0,1.0,11.0,2.0,-1.0,-4.0,-9.0,-3.0,1650479194557088.0
1887,-3.0,-4.0,-5.0,-5.0,-5.0,-3.0,-2.0,-2.0,1650479194557088.0
1888,2.0,-5.0,-4.0,-1.0,-1.0,1.0,0.0,-1.0,1650479194563234.0
1889,-3.0,2.0,2.0,-1.0,1.0,0.0,-2.0,0.0,1650479194563234.0
1890,1.0,-4.0,-3.0,-1.0,-1.0,-2.0,-4.0,0.0,1650479194570760.0
