EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7,timestamp
-6.0,11.0,15.0,-1.0,5.0,13.0,7.0,-4.0,1650847289898881.0
-4.0,2.0,0.0,-4.0,1.0,2.0,1.0,-3.0,1650847289898881.0
10.0,-3.0,-6.0,3.0,-2.0,-11.0,-5.0,5.0,1650847289899908.0
0.0,1.0,5.0,-2.0,1.0,7.0,5.0,0.0,1650847289899908.0
-6.0,4.0,1.0,-12.0,-4.0,3.0,0.0,-5.0,1650847289900893.0
5.0,-7.0,-7.0,9.0,2.0,-9.0,-4.0,5.0,1650847289900893.0
1.0,4.0,5.0,1.0,5.0,5.0,1.0,1.0,1650847289901867.0
-4.0,9.0,6.0,-4.0,2.0,7.0,2.0,-2.0,1650847289901867.0
2.0,-8.0,-8.0,-2.0,-4.0,-12.0,-7.0,2.0,1650847289913836.0
3.0,0.0,-1.0,-5.0,-4.0,-3.0,-1.0,0.0,1650847289913836.0
-7.0,6.0,5.0,0.0,-1.0,9.0,5.0,-4.0,1650847289920816.0
0.0,0.0,-2.0,-1.0,8.0,-2.0,-1.0,-1.0,1650847289920816.0
3.0,-8.0,-7.0,-2.0,-4.0,-7.0,-3.0,4.0,1650847289928795.0
-3.0,5.0,5.0,-1.0,1.0,7.0,2.0,-1.0,1650847289928795.0
-6.0,-2.0,2.0,-2.0,-1.0,1.0,0.0,-3.0,1650847289941818.0
5.0,-3.0,-6.0,1.0,-4.0,-7.0,-4.0,1.0,1650847289941818.0
2.0,0.0,2.0,6.0,7.0,3.0,1.0,1.0,1650847289953738.0
-4.0,-2.0,4.0,-3.0,1.0,5.0,3.0,-4.0,1650847289953738.0
0.0,-1.0,-4.0,-1.0,-3.0,-4.0,-1.0,1.0,1650847289965808.0
1.0,-1.0,-1.0,0.0,-5.0,-5.0,-2.0,1.0,1650847289965808.0
-2.0,1.0,5.0,6.0,2.0,3.0,2.0,-3.0,1650847289973784.0
-1.0,0.0,-2.0,-8.0,-5.0,-1.0,-2.0,-1.0,1650847289973784.0
1.0,-2.0,0.0,18.0,4.0,-2.0,-1.0,-1.0,1650847289987347.0
-2.0,-3.0,0.0,-4.0,1.0,2.0,0.0,-2.0,1650847289987347.0
7.0,-7.0,-5.0,-2.0,-4.0,-7.0,-2.0,3.0,1650847290028975.0
-6.0,12.0,10.0,-2.0,1.0,11.0,5.0,-6.0,1650847290028975.0
-2.0,-3.0,-1.0,-5.0,0.0,-3.0,-3.0,-2.0,1650847290028975.0
6.0,-8.0,-6.0,6.0,2.0,-7.0,-3.0,4.0,1650847290028975.0
-6.0,2.0,7.0,2.0,10.0,10.0,3.0,0.0,1650847290032961.0
-4.0,1.0,-1.0,-4.0,-2.0,-1.0,0.0,-4.0,1650847290032961.0
7.0,-7.0,-8.0,1.0,-4.0,-10.0,-3.0,3.0,1650847290033972.0
-1.0,5.0,1.0,0.0,-1.0,4.0,0.0,-1.0,1650847290033972.0
-7.0,4.0,1.0,-4.0,-1.0,7.0,2.0,-4.0,1650847290038945.0
3.0,-8.0,-8.0,0.0,-2.0,-9.0,-4.0,5.0,1650847290038945.0
1.0,-1.0,-1.0,-6.0,-2.0,-1.0,0.0,0.0,1650847290047948.0
-5.0,5.0,7.0,5.0,2.0,6.0,4.0,-2.0,1650847290047948.0
1.0,-1.0,-4.0,-5.0,-1.0,-3.0,-2.0,0.0,1650847290053905.0
5.0,-6.0,-6.0,1.0,-3.0,-5.0,-2.0,2.0,1650847290053905.0
-4.0,4.0,5.0,0.0,-1.0,5.0,1.0,-3.0,1650847290069939.0
-3.0,3.0,0.0,-6.0,0.0,-1.0,-1.0,-3.0,1650847290069939.0
3.0,-4.0,-5.0,3.0,0.0,-6.0,-3.0,0.0,1650847290076961.0
1.0,-1.0,0.0,2.0,1.0,0.0,-1.0,1.0,1650847290076961.0
-6.0,-3.0,1.0,-5.0,-2.0,4.0,1.0,-2.0,1650847290100826.0
3.0,-5.0,-5.0,0.0,-3.0,-6.0,-5.0,0.0,1650847290100826.0
0.0,-1.0,-1.0,1.0,-2.0,-2.0,-1.0,0.0,1650847290102784.0
-2.0,3.0,1.0,-3.0,3.0,3.0,2.0,-1.0,1650847290102784.0
-1.0,-2.0,-4.0,-3.0,-1.0,-1.0,-1.0,-2.0,1650847290114786.0
1.0,-2.0,-1.0,-1.0,-3.0,-2.0,-1.0,1.0,1650847290114786.0
-1.0,1.0,0.0,-1.0,-2.0,0.0,-2.0,-2.0,1650847290121770.0
-2.0,-4.0,1.0,-4.0,-4.0,-1.0,-2.0,-1.0,1650847290121770.0
3.0,0.0,0.0,6.0,0.0,-2.0,-2.0,0.0,1650847290138444.0
-2.0,-1.0,0.0,-4.0,2.0,1.0,-1.0,1.0,1650847290138444.0
-2.0,0.0,0.0,-1.0,-2.0,-1.0,0.0,-3.0,1650847290139448.0
4.0,-1.0,-2.0,1.0,-1.0,-3.0,-4.0,1.0,1650847290139448.0
-1.0,5.0,1.0,1.0,-1.0,0.0,-1.0,0.0,1650847290160883.0
-1.0,1.0,1.0,-2.0,-2.0,2.0,-2.0,-2.0,1650847290160883.0
0.0,-2.0,-1.0,1.0,-2.0,-2.0,-2.0,1.0,1650847290161818.0
0.0,1.0,0.0,0.0,0.0,-2.0,0.0,0.0,1650847290161818.0
-2.0,3.0,2.0,3.0,1.0,3.0,1.0,0.0,1650847290174846.0
