EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7,timestamp
-2.0,9.0,-6.0,-3.0,2.0,-8.0,-2.0,3.0,1650849136224106.0
-3.0,-13.0,-2.0,-35.0,-11.0,-9.0,-5.0,-8.0,1650849136224106.0
0.0,-3.0,1.0,-5.0,-10.0,10.0,8.0,-2.0,1650849136225107.0
1.0,-3.0,0.0,-5.0,2.0,-3.0,-1.0,0.0,1650849136225107.0
1.0,-4.0,1.0,-7.0,1.0,-3.0,1.0,-4.0,1650849136226101.0
0.0,1.0,-1.0,10.0,1.0,-6.0,-2.0,-1.0,1650849136226101.0
-2.0,3.0,-2.0,3.0,-6.0,-5.0,-6.0,1.0,1650849136227099.0
-2.0,1.0,-1.0,-2.0,1.0,-2.0,-1.0,-2.0,1650849136227099.0
-2.0,-3.0,-1.0,1.0,-2.0,-1.0,0.0,-3.0,1650849136237072.0
0.0,6.0,0.0,14.0,2.0,3.0,-2.0,-1.0,1650849136237072.0
0.0,2.0,-1.0,0.0,0.0,-3.0,0.0,-3.0,1650849136246049.0
0.0,-2.0,-1.0,-3.0,-7.0,-13.0,-1.0,0.0,1650849136246049.0
-1.0,2.0,0.0,6.0,9.0,16.0,1.0,2.0,1650849136254027.0
0.0,0.0,-1.0,0.0,0.0,4.0,6.0,3.0,1650849136254027.0
0.0,-3.0,-3.0,-2.0,2.0,-16.0,0.0,0.0,1650849136267992.0
-1.0,5.0,2.0,8.0,12.0,29.0,5.0,2.0,1650849136267992.0
1.0,-4.0,1.0,0.0,-5.0,-8.0,-3.0,-2.0,1650849136278974.0
-1.0,1.0,-1.0,-1.0,-2.0,-5.0,-2.0,0.0,1650849136278974.0
-1.0,1.0,-1.0,-1.0,-9.0,-3.0,-1.0,-1.0,1650849136291048.0
0.0,-1.0,-1.0,4.0,-6.0,-33.0,-4.0,-2.0,1650849136291048.0
0.0,-1.0,-1.0,1.0,15.0,47.0,4.0,0.0,1650849136299013.0
0.0,0.0,0.0,0.0,1.0,-4.0,0.0,0.0,1650849136299013.0
0.0,-2.0,-2.0,-1.0,-4.0,-6.0,-3.0,-2.0,1650849136312045.0
-1.0,0.0,0.0,-4.0,0.0,3.0,-1.0,-1.0,1650849136312045.0
0.0,5.0,-1.0,13.0,7.0,3.0,1.0,2.0,1650849136353896.0
1.0,0.0,1.0,-2.0,3.0,4.0,3.0,1.0,1650849136353896.0
0.0,-4.0,-2.0,-9.0,1.0,13.0,1.0,-1.0,1650849136353896.0
-3.0,0.0,-2.0,2.0,-9.0,-19.0,-5.0,-1.0,1650849136353896.0
-3.0,0.0,0.0,2.0,0.0,17.0,0.0,-1.0,1650849136354876.0
1.0,-4.0,1.0,-8.0,8.0,-3.0,1.0,-3.0,1650849136354876.0
-1.0,-1.0,0.0,5.0,-1.0,-8.0,-3.0,-1.0,1650849136358877.0
0.0,5.0,-2.0,2.0,-3.0,4.0,0.0,-1.0,1650849136358877.0
0.0,-3.0,-2.0,-10.0,-16.0,-13.0,-1.0,-2.0,1650849136364848.0
0.0,1.0,2.0,4.0,12.0,9.0,3.0,2.0,1650849136364848.0
-1.0,2.0,-1.0,4.0,-1.0,-7.0,-3.0,0.0,1650849136373832.0
-1.0,-2.0,-1.0,-3.0,7.0,7.0,-2.0,-2.0,1650849136373832.0
0.0,-4.0,2.0,-5.0,-5.0,2.0,8.0,2.0,1650849136379835.0
-1.0,0.0,-1.0,4.0,-12.0,2.0,-2.0,0.0,1650849136379835.0
0.0,1.0,0.0,-2.0,7.0,-13.0,-1.0,2.0,1650849136396589.0
1.0,-3.0,1.0,-2.0,-1.0,10.0,1.0,1.0,1650849136396589.0
1.0,1.0,-2.0,2.0,10.0,3.0,-1.0,-2.0,1650849136402570.0
-2.0,1.0,-3.0,1.0,-6.0,-14.0,-2.0,0.0,1650849136402570.0
-1.0,0.0,2.0,-1.0,2.0,15.0,0.0,0.0,1650849136425932.0
-1.0,0.0,0.0,-5.0,-6.0,-22.0,-1.0,-1.0,1650849136425932.0
-1.0,1.0,0.0,0.0,2.0,16.0,-1.0,-1.0,1650849136425932.0
-1.0,-1.0,-3.0,-3.0,-2.0,-8.0,-1.0,-2.0,1650849136425932.0
-1.0,-1.0,-1.0,-3.0,-20.0,-7.0,-3.0,-2.0,1650849136447950.0
2.0,0.0,2.0,6.0,17.0,13.0,5.0,3.0,1650849136447950.0
-1.0,-3.0,-1.0,-5.0,-3.0,-9.0,-4.0,-2.0,1650849136448885.0
1.0,-1.0,0.0,-2.0,-6.0,-10.0,-3.0,-1.0,1650849136448885.0
-1.0,0.0,-1.0,3.0,3.0,4.0,0.0,-1.0,1650849136462915.0
-2.0,-2.0,0.0,-2.0,-5.0,4.0,0.0,1.0,1650849136462915.0
0.0,-1.0,-2.0,-1.0,-6.0,-32.0,-5.0,-3.0,1650849136463845.0
-1.0,0.0,-3.0,0.0,4.0,31.0,-3.0,0.0,1650849136463845.0
-1.0,-2.0,-2.0,1.0,2.0,5.0,5.0,0.0,1650849136485979.0
1.0,-1.0,0.0,-2.0,1.0,-2.0,-1.0,-2.0,1650849136485979.0
0.0,-1.0,1.0,1.0,-2.0,1.0,0.0,0.0,1650849136485979.0
-2.0,1.0,0.0,0.0,-5.0,-6.0,-5.0,-2.0,1650849136485979.0
-1.0,-1.0,0.0,2.0,7.0,2.0,0.0,0.0,1650849136500798.0
-2.0,-1.0,-2.0,4.0,6.0,-3.0,0.0,-1.0,1650849136500798.0
-1.0,-1.0,-3.0,-3.0,-3.0,-5.0,-2.0,0.0,1650849136500798.0
0.0,-1.0,0.0,-1.0,-7.0,-3.0,1.0,-2.0,1650849136500798.0
1.0,0.0,-3.0,0.0,-7.0,-18.0,-3.0,0.0,1650849136522731.0
1.0,1.0,1.0,2.0,7.0,23.0,5.0,0.0,1650849136522731.0
-1.0,-1.0,1.0,-1.0,3.0,10.0,-2.0,0.0,1650849136523729.0
-1.0,-2.0,-1.0,-3.0,-4.0,-6.0,1.0,0.0,1650849136523729.0
1.0,0.0,1.0,0.0,0.0,3.0,-1.0,0.0,1650849136545938.0
-1.0,-2.0,0.0,3.0,6.0,-9.0,-4.0,0.0,1650849136545938.0
0.0,-1.0,-2.0,0.0,-1.0,-1.0,-2.0,0.0,1650849136545938.0
-3.0,-2.0,0.0,-4.0,-7.0,-12.0,-2.0,-2.0,1650849136545938.0
0.0,1.0,0.0,-1.0,-12.0,3.0,-2.0,-2.0,1650849136560898.0
3.0,-1.0,2.0,7.0,15.0,11.0,5.0,2.0,1650849136560898.0
0.0,0.0,1.0,-2.0,2.0,3.0,2.0,1.0,1650849136560898.0
-1.0,-3.0,-1.0,1.0,-3.0,-4.0,-1.0,-1.0,1650849136560898.0
-1.0,-1.0,1.0,-5.0,-9.0,-27.0,-6.0,-3.0,1650849136582793.0
-1.0,0.0,-2.0,-4.0,-8.0,27.0,4.0,1.0,1650849136582793.0
0.0,0.0,-1.0,1.0,2.0,0.0,-2.0,-2.0,1650849136583771.0
-1.0,1.0,0.0,4.0,5.0,0.0,0.0,2.0,1650849136583771.0
-2.0,-1.0,-2.0,0.0,3.0,0.0,0.0,-1.0,1650849136605778.0
-1.0,-1.0,-1.0,-5.0,-11.0,-24.0,-7.0,-2.0,1650849136605778.0
2.0,-1.0,0.0,1.0,2.0,20.0,3.0,2.0,1650849136606708.0
1.0,-2.0,-1.0,-3.0,-4.0,-2.0,0.0,0.0,1650849136606708.0
-1.0,1.0,1.0,0.0,1.0,5.0,-1.0,-1.0,1650849136620740.0
-1.0,-1.0,-1.0,-1.0,1.0,5.0,-1.0,-1.0,1650849136620740.0
-2.0,-3.0,-2.0,-2.0,-2.0,-9.0,-1.0,-2.0,1650849136621688.0
-1.0,-2.0,-1.0,-1.0,2.0,2.0,0.0,-1.0,1650849136621688.0
0.0,-2.0,-3.0,0.0,-2.0,3.0,2.0,1.0,1650849136642639.0
0.0,-2.0,0.0,-3.0,-12.0,-13.0,-5.0,-3.0,1650849136642639.0
0.0,1.0,0.0,-1.0,7.0,1.0,0.0,2.0,1650849136643610.0
-2.0,0.0,0.0,0.0,2.0,8.0,4.0,-1.0,1650849136643610.0
-2.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1650849136665550.0
-2.0,0.0,-2.0,-2.0,-2.0,-1.0,-2.0,-2.0,1650849136665550.0
-1.0,-2.0,-1.0,-2.0,-7.0,-8.0,-4.0,-3.0,1650849136666548.0
0.0,0.0,0.0,1.0,2.0,-3.0,0.0,1.0,1650849136666548.0
